stop_id,stop_name,stop_lat,stop_lon,stop_desc
STOP_OSJECKA_3,Osječka III,45.160900,18.016800,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_OSJECKA_4,Osječka IV,45.160900,18.017400,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_V_DAUS_1,Vilme Daus I,45.160900,18.018000,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_V_DAUS_2,Vilme Daus II,45.161500,18.012600,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_M_TURCINOVICA,Mirka Turčinovića,45.161500,18.013200,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_MAJSTOROVICA,Nas. M. Majstorovića,45.161500,18.013800,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_V_DOSENA,Vida Došena,45.161500,18.014400,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_J_BASICA,Josipa Bašića,45.161500,18.015000,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BRANIMIROVA,Branimirova,45.161500,18.015600,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_SV_N_TAVELICA,Sv. Nikole Tavelića,45.161500,18.016200,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_P_SUBICA_1,Pavla Šubića I,45.161500,18.016800,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_P_SUBICA_2,Pavla Šubića II,45.161500,18.017400,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_GARDIJSKE_3,3. gardijske brigade,45.161500,18.018000,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_I_VELIKANOVICA,Ivana Velikanovića,45.162100,18.012600,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_A_JARICA,Augustina Jarića,45.162100,18.013200,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_1,Stjepana Radića I,45.162100,18.013800,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_2,Stjepana Radića II,45.162100,18.014400,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_3,Stjepana Radića III,45.162100,18.015000,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_4,Stjepana Radića IV,45.162100,18.015600,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_T_BAKACA_1,Tome Bakača I,45.162100,18.016200,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_T_BAKACA_2,Tome Bakača II,45.162100,18.016800,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_T_BAKACA_3,Tome Bakača III,45.162100,18.017400,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_MJ_ZAGORKE,Marije Jurić Zagorke,45.162100,18.018000,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BJELIS,Bjeliš,45.162700,18.012600,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_F_FILIPOVICA_1,Ferde Filipovića I,45.162700,18.013200,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_F_FILIPOVICA_2,Ferde Filipovića II,45.162700,18.013800,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_SV_LOVRE,Sv. Lovre,45.162700,18.014400,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_DRVNA_IND,Drvna industrija,45.162700,18.015000,PLACEHOLDER LOCATION — replace with actual coordinates
