stop_id,stop_name,stop_lat,stop_lon,stop_desc
STOP_CAVLICKI_61,Čavlički kr. Br. 61,45.194298,18.038789,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BUDAINKA_1,Budainka (samop.) - Zagrebačka I,45.165532,17.998314,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BUDAINKA_2,Budainka (škola) - Zagrebačka II,45.167531,17.993637,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BUDAINKA_3,Budainka - Zagrebačka III,45.171258,17.984659,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BUDAINKA_4,Budainka - Zagrebačka IV,45.172779,17.981964,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_SJEVERNA_VEZNA,Sjeverna vezna cesta,45.175450,17.979856,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_KOLODVORSKA_1,Kolodvorska I,45.164006,17.999479,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_KOLODVORSKA_2,Kolodvorska II,45.164690,17.994012,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_POZESKA,Požeška,45.180502,17.982774,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BECIC_1,Bečic I,45.179295,17.973075,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BECIC_2,Bečic II,45.178236,17.972946,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_M_GETALDICA,Marina Getaldića,45.163622,17.991834,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_JADRANSKA,Jadranska,45.163287,17.996885,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_OSJECKA_1,Osječka I,45.163816,18.035608,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_OSJECKA_2,Osječka II,45.167153,18.039626,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_OSJECKA_3,Osječka III,45.171003,18.043027,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_OSJECKA_4,Osječka IV,45.173922,18.047265,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_V_DAUS_1,Vilme Daus I,45.177170,18.053885,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_V_DAUS_2,Vilme Daus II,45.180687,18.047785,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_M_TURCINOVICA,Mirka Turčinovića,45.179295,18.047962,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_MAJSTOROVICA,Nas. M. Majstorovića,45.174866,18.026891,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_V_DOSENA,Vida Došena,45.172886,18.030024,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_J_BASICA,Josipa Bašića,45.172122,18.039347,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_BRANIMIROVA,Branimirova,45.173650,18.039905,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_SV_N_TAVELICA,Sv. Nikole Tavelića,45.159134,17.996464,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_P_SUBICA_1,Pavla Šubića I,45.155669,17.994297,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_P_SUBICA_2,Pavla Šubića II,45.154087,17.989332,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_GARDIJSKE_3,3. gardijske brigade,45.153323,17.988610,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_I_VELIKANOVICA,Ivana Velikanovića,45.151979,17.987623,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_A_JARICA,Augustina Jarića,45.150796,17.988986,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_1,Stjepana Radića I,45.149535,17.991353,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_2,Stjepana Radića II,45.146730,17.986151,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_3,Stjepana Radića III,45.143614,17.982018,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_S_RADICA_4,Stjepana Radića IV,45.140089,17.978235,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_T_BAKACA_1,Tome Bakača I,45.152498,18.025850,single pole
STOP_T_BAKACA_2_A,Tome Bakača II,45.150346,18.030512,pole A
STOP_T_BAKACA_2_B,Tome Bakača II,45.150346,18.030512,PLACEHOLDER LOCATION — pole B
STOP_T_BAKACA_3_A,Tome Bakača III,45.149787,18.033678,pole A
STOP_T_BAKACA_3_B,Tome Bakača III,45.149609,18.034446,pole B
STOP_MJ_ZAGORKE,Marije Jurić Zagorke,45.148583,18.034870,single pole
STOP_BJELIS,Bjeliš,45.148541,18.041568,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_F_FILIPOVICA_1,Ferde Filipovića I,45.149892,18.045513,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_F_FILIPOVICA_2,Ferde Filipovića II,45.153361,18.043667,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_SV_LOVRE,Sv. Lovre,45.154216,18.045216,PLACEHOLDER LOCATION — replace with actual coordinates
STOP_DRVNA_IND,Drvna industrija,45.154413,18.049679,PLACEHOLDER LOCATION — replace with actual coordinates
